INFO:root:run_bayesianopt ran with args: (), and kwargs: {'dataset_name': 'cifar10', 'model_name': 'basiccnn', 'num_classes': 10, 'train_set_size': 2000, 'opt_iterations': 10000, 'opt_samples': 3, 'opt_initial_points': 10, 'child_epochs': 50, 'child_first_train_epochs': 0, 'child_batch_size': 64, 'opt_last_n_epochs': 5}
INFO:root:1, 0.4832222223016951, ['dropout', 0.8442657485810175, 'invert', 0.8472517387841256, 'dropout', 0.38438170729269994, 0.29753460654447234]
INFO:root:2, 0.5144444444444445, ['crop', 0.27265629458011326, 'emboss', 0.8121687287754934, 'emboss', 0.39278479610082984, 0.8360787635373778]
INFO:root:3, 0.5208888889948526, ['translate-y', 0.6481718720511973, 'translate-y', 0.9571551589530466, 'rotate', 0.8700872583584366, 0.4736080452737106]
INFO:root:4, 0.537333333492279, ['brighten', 0.5204774795512049, 'coarse-dropout', 0.7206326547259169, 'dropout', 0.5373732294490108, 0.7586156243223574]
INFO:root:5, 0.5308888889948526, ['gaussian-blur', 0.47360041934665753, 'rotate', 0.7369181771289582, 'shear', 0.13521817340545209, 0.32414100779321414]
INFO:root:6, 0.5146666668256124, ['rotate', 0.2223213882515877, 'sharpen', 0.9025984755294049, 'emboss', 0.6130634578841325, 0.9023485831739845]
INFO:root:7, 0.5235555556880103, ['gaussian-blur', 0.969809067746749, 'coarse-dropout', 0.17090958513604518, 'translate-y', 0.7506861412184564, 0.6078306687154679]
INFO:root:8, 0.5774444443119897, ['translate-y', 0.03842542647273473, 'coarse-dropout', 0.9589492686245206, 'coarse-dropout', 0.635058873603564, 0.9952995676778879]
INFO:root:9, 0.5365555557409922, ['dropout', 0.4143685882263689, 'emboss', 0.6235101011318683, 'translate-y', 0.6747523222590208, 0.31720174206929613]
INFO:root:10, 0.5305555557145012, ['brighten', 0.9495710534507423, 'coarse-dropout', 0.013571635612109837, 'dropout', 0.6736596308357895, 0.971945002499666]
INFO:root:11, 0.5307777776718139, ['rotate', 0.6309991974065515, 'coarse-dropout', 0.8670769503028192, 'crop', 0.210034355520142, 0.9129899498723628]
INFO:root:12, 0.46433333351876993, ['emboss', 0.7729816714914973, 'fog', 0.9323657656258263, 'translate-x', 0.6342942268609533, 0.9149435005732787]
INFO:root:13, 0.5282222223546771, ['sharpen', 0.9940653344451932, 'emboss', 0.9290515101732914, 'shear', 0.625587304408162, 0.9695749057931785]
INFO:root:14, 0.54533333351877, ['shear', 0.721329421851125, 'sharpen', 0.9337581831873204, 'sharpen', 0.4094557773118921, 0.982459684982841]
INFO:root:15, 0.529333333492279, ['translate-x', 0.750807273832348, 'additive-gaussian-noise', 0.9329557767770312, 'additive-gaussian-noise', 0.15153183219121882, 0.973382053105983]
INFO:root:16, 0.49922222259309557, ['gaussian-blur', 0.973969430747679, 'translate-y', 0.9713306799919557, 'coarse-dropout', 0.06652203882008369, 0.9314280033404025]
INFO:root:17, 0.5228888888359069, ['translate-x', 0.971627545845385, 'additive-gaussian-noise', 0.9839441820421597, 'invert', 0.37083618944078417, 0.9863951669803025]
INFO:root:18, 0.48955555544959173, ['invert', 0.8351185922746841, 'coarse-dropout', 0.9569904563045664, 'translate-x', 0.8245192877934733, 0.9408576001150397]
INFO:root:19, 0.5338888891537985, ['invert', 0.7762008759571477, 'coarse-dropout', 0.9942900315642723, 'coarse-dropout', 0.9714313557957349, 0.1470467766546493]
INFO:root:20, 0.5418888888888889, ['gaussian-blur', 0.8111771460866871, 'coarse-dropout', 0.9421516226405003, 'gaussian-blur', 0.05551712609925309, 0.9358627246316473]
INFO:root:21, 0.496888888862398, ['sharpen', 0.8285979688750843, 'crop', 0.9362020572057067, 'shear', 0.827200913080838, 0.9459431542776298]
INFO:root:22, 0.561888888782925, ['coarse-dropout', 0.7872828773727577, 'additive-gaussian-noise', 0.9501038859157209, 'coarse-dropout', 0.7939780433245157, 0.9450568423562509]
INFO:root:23, 0.5657777778837416, ['coarse-dropout', 0.8139230190769438, 'rotate', 0.9372494470671537, 'dropout', 0.30619558464398583, 0.9229681350774767]
INFO:root:24, 0.5188888893392352, ['coarse-dropout', 0.7680547485889399, 'rotate', 0.9280576313314437, 'gaussian-blur', 0.8429648941423005, 0.9288847791310547]
INFO:root:25, 0.5163333335452609, ['rotate', 0.8831773292079846, 'gamma-contrast', 0.95213742964685, 'gamma-contrast', 0.6314263404120368, 0.2653105305501016]
INFO:root:26, 0.4973333333598243, ['fog', 0.7715766616544913, 'crop', 0.9508180973116285, 'emboss', 0.6908171919602025, 0.9216052925245387]
INFO:root:27, 0.4826666666931576, ['shear', 0.8194516581706706, 'emboss', 0.9359897225708816, 'crop', 0.7778631938130803, 0.9450980962688307]
INFO:root:28, 0.5295555559794107, ['coarse-dropout', 0.851343831251623, 'translate-x', 0.8654216211564666, 'coarse-dropout', 0.6630406909710748, 0.516250654080536]
INFO:root:29, 0.5103333330419328, ['fog', 0.8011207033507574, 'crop', 0.8492016232284386, 'dropout', 0.8887689700990271, 0.9323606554176538]
INFO:root:30, 0.5485555556615194, ['translate-x', 0.8275782475855809, 'additive-gaussian-noise', 0.4661020197408866, 'coarse-dropout', 0.7403017917332747, 0.9275256409354583]
INFO:root:31, 0.5418888889948528, ['brighten', 0.7877566625071463, 'additive-gaussian-noise', 0.9353568264573012, 'crop', 0.6871594367479417, 0.07894335263876885]
INFO:root:32, 0.4945555555290646, ['translate-y', 0.8212685068273856, 'brighten', 0.9342605435967234, 'coarse-dropout', 0.8266573020928247, 0.7024483111413984]
INFO:root:33, 0.46933333333333327, ['fog', 0.7793421419707924, 'translate-y', 0.9347975431545162, 'invert', 0.6854484868336793, 0.8409631170701336]
INFO:root:34, 0.5244444446563721, ['brighten', 0.8462897286243651, 'invert', 0.9342605187505456, 'dropout', 0.5665850156719456, 0.4178230845385593]
INFO:root:35, 0.5405555556085375, ['coarse-dropout', 0.8229051776675069, 'sharpen', 0.9998608833083249, 'dropout', 0.8197593251269901, 0.894042701940398]
INFO:root:36, 0.5600000000529819, ['sharpen', 0.7940736973641449, 'gamma-contrast', 0.8680678701646695, 'translate-y', 0.7641232493144089, 0.9312859574630278]
